Order Number ,Order Date,SKU ID,Warehouse ID,Customer Type,Order Quantity,Unit Sale Price,Revenue,,,,,
SO - 035053,11-Jan-22,1827AA,AXW291,Wholesale,6.053578796,30,182,,,,,
SO - 035054,11-Jan-22,1420CA,NXH382,Distributor,4.849507752,30,145,,,,,
SO - 035055,11-Jan-22,1468AA,AXW291,Wholesale,1.539116902,30,46,,,,,
SO - 035056,11-Jan-22,1571AA,NXH382,Wholesale,6.268471114,320,2006,,,,,
SO - 035057,11-Jan-22,1842BA,AXW291,Wholesale,0.238536238,6548.29,1562,,,,,
SO - 035058,11-Jan-22,3178CA,FLR025,Wholesale,0.174952106,26000,4549,,,,,
SO - 035059,11-Jan-22,1206BA,NXH382,Distributor,72.57009272,236.62475,17172,,,,,
SO - 035060,11-Jan-22,3264CA,AXW291,Wholesale,9.116121112,30,273,,,,,
SO - 035061,11-Jan-22,3178CA,AXW291,Export,0.463164712,26000,12042,,,,,
SO - 035062,11-Jan-22,2418CA,AXW291,Wholesale,871.7346209,5.8,5056,,,,,
SO - 035063,11-Jan-22,1196AA,AXW291,Wholesale,0.634681578,30,19,,,,,
SO - 035064,11-Jan-22,3205AA,FLR025,Wholesale,0.499961146,76300,38147,,,,,
SO - 035065,12-Jan-22,1196AA,NXH382,Wholesale,6.598646061,30,198,,,,,
SO - 035066,12-Jan-22,3178CA,NXH382,Wholesale,0.568193681,26000,14773,,,,,
SO - 035067,12-Jan-22,1678CA,GUT930,Wholesale,9.490931882,30,285,,,,,
SO - 035068,12-Jan-22,1582CA,AXW291,Export,1.428848111,550,786,,,,,
SO - 035069,12-Jan-22,2548CA,NXH382,Wholesale,2.993187451,30,90,,,,,
SO - 035070,12-Jan-22,1206BA,FLR025,Wholesale,6.526814718,236.62475,1544,,,,,
SO - 035071,12-Jan-22,1283CA,AXW291,Wholesale,0.07851021,98333.33,7720,,,,,
SO - 035072,12-Jan-22,1571AA,AXW291,Distributor,2.251276328,320,720,,,,,
SO - 035073,12-Jan-22,2565CA,AXW291,Distributor,121.1080314,463.03583,56077,,,,,
SO - 035074,12-Jan-22,1325AA,FLR025,Wholesale,8.471017803,30,254,,,,,
SO - 035075,12-Jan-22,2621AA,AXW291,Wholesale,319,61.78333,19709,,,,,
SO - 035076,12-Jan-22,2234AA,AXW291,Distributor,1,903,903,,,,,
SO - 035077,12-Jan-22,1126CA,GUT930,Wholesale,7511,32.8,246361,,,,,
SO - 035078,12-Jan-22,1330CA,AXW291,Wholesale,1,6000,6000,,,,,
SO - 035079,12-Jan-22,1967BA,NXH382,Wholesale,120,178.65,21438,,,,,
SO - 035080,12-Jan-22,1586CA,AXW291,Export,35,286.571,10030,,,,,
SO - 035081,12-Jan-22,2170BA,AXW291,Wholesale,3,305.19,916,,,,,
SO - 035082,12-Jan-22,1993AA,NXH382,Distributor,71,83.75125,5946,,,,,
SO - 035083,12-Jan-22,3025CA,AXW291,Wholesale,1,1092.5,1093,,,,,
SO - 035084,12-Jan-22,1479CA,GUT930,Wholesale,10,385.5625,3856,,,,,
SO - 035085,12-Jan-22,1161AA,AXW291,Wholesale,39,136.5925,5327,,,,,
SO - 035086,12-Jan-22,3407CA,NXH382,Wholesale,6,1017.592,6106,,,,,
SO - 035087,12-Jan-22,1906CA,NXH382,Wholesale,2,1893.75,3788,,,,,
SO - 035088,12-Jan-22,1624AA,NXH382,Wholesale,1,722.101,722,,,,,
SO - 035089,12-Jan-22,3551CA,AXW291,Wholesale,1000,7.06831,7068,,,,,
SO - 035090,12-Jan-22,2953BA,GUT930,Wholesale,30,47.90925,1437,,,,,
SO - 035091,12-Jan-22,2060AA,AXW291,Wholesale,3,1101.15,3303,,,,,
SO - 035092,12-Jan-22,2315BA,AXW291,Distributor,174,14.9222,2596,,,,,
SO - 035093,12-Jan-22,3551CA,NXH382,Wholesale,100,7.06831,707,,,,,
SO - 035094,12-Jan-22,2317CA,AXW291,Wholesale,85,37.26672,3168,,,,,
SO - 035095,12-Jan-22,2953BA,FLR025,Wholesale,30,47.90925,1437,,,,,
SO - 035096,12-Jan-22,2277AA,AXW291,Distributor,132,6.37172,841,,,,,
SO - 035097,12-Jan-22,3462AA,FLR025,Wholesale,50,4.1,205,,,,,
SO - 035098,12-Jan-22,1497CA,AXW291,Wholesale,72,16.71828,1204,,,,,
SO - 035099,12-Jan-22,1964BA,FLR025,Distributor,105,99.12769,10408,,,,,
SO - 035100,12-Jan-22,2229CA,AXW291,Wholesale,1,751,751,,,,,
SO - 035101,12-Jan-22,1970CA,AXW291,Distributor,280,244.928,68580,,,,,
SO - 035102,12-Jan-22,1382CA,AXW291,Distributor,2,613.52125,1227,,,,,
SO - 035103,12-Jan-22,1990AA,FLR025,Wholesale,15,545.845,8188,,,,,
SO - 035104,12-Jan-22,1214CA,AXW291,Wholesale,6,317.65903,1906,,,,,
SO - 035105,12-Jan-22,1601AA,AXW291,Distributor,4,918.403,3674,,,,,
SO - 035106,12-Jan-22,1907AA,FLR025,Distributor,1,6617.42,6617,,,,,
SO - 035107,12-Jan-22,3098AA,NXH382,Distributor,10.82944236,3862.32,41827,,,,,
SO - 035108,13-Jan-22,1902BA,NXH382,Export,5.007183523,30,150,,,,,
SO - 035109,13-Jan-22,1367CA,GUT930,Distributor,1.324564576,22000,29140,,,,,
SO - 035110,13-Jan-22,1403CA,AXW291,Wholesale,0.065506326,2550,167,,,,,
SO - 035111,13-Jan-22,1851CA,NXH382,Distributor,5.957933205,30,179,,,,,
SO - 035112,13-Jan-22,1827AA,GUT930,Wholesale,5.530750755,30,166,,,,,
SO - 035113,13-Jan-22,1947CA,GUT930,Export,1.125175481,30,34,,,,,
SO - 035114,13-Jan-22,3178CA,AXW291,Wholesale,1.076026119,26000,27977,,,,,
SO - 035115,13-Jan-22,3006CA,GUT930,Wholesale,1.012847048,30,30,,,,,
SO - 035116,13-Jan-22,1308BA,FLR025,Export,2.401728709,30,72,,,,,
SO - 035117,13-Jan-22,1678CA,NXH382,Wholesale,0.606196216,30,18,,,,,
SO - 035118,13-Jan-22,1374CA,AXW291,Export,7.237947621,30,217,,,,,
SO - 035119,13-Jan-22,1295CA,AXW291,Wholesale,0.10048983,175000,17586,,,,,
SO - 035120,13-Jan-22,1830AA,GUT930,Wholesale,0.078262673,30,2,,,,,
SO - 035121,13-Jan-22,1374CA,GUT930,Export,6.434250813,30,193,,,,,
SO - 035122,13-Jan-22,2539AA,AXW291,Wholesale,0.483361629,30,15,,,,,
SO - 035123,13-Jan-22,1745BA,FLR025,Export,0.619314249,175,108,,,,,
SO - 035124,13-Jan-22,1681CA,AXW291,Wholesale,13.4223796,93,1248,,,,,
SO - 035125,13-Jan-22,1281BA,NXH382,Wholesale,0.825384098,139500,115141,,,,,
SO - 035126,13-Jan-22,1374CA,AXW291,Export,7.664097809,30,230,,,,,
SO - 035127,13-Jan-22,1819AA,AXW291,Export,2.615948624,30,78,,,,,
SO - 035128,13-Jan-22,2096AA,GUT930,Wholesale,2.419360666,30,73,,,,,
SO - 035129,13-Jan-22,1295CA,AXW291,Distributor,0.572078861,175000,100114,,,,,
SO - 035130,13-Jan-22,1374CA,FLR025,Wholesale,1.165169196,30,35,,,,,
SO - 035131,13-Jan-22,1672AA,FLR025,Export,5.684326112,30,171,,,,,
SO - 035132,13-Jan-22,3180BA,AXW291,Wholesale,0.992656849,30,30,,,,,
SO - 035133,13-Jan-22,1712AA,AXW291,Export,7.962316014,30,239,,,,,
SO - 035134,13-Jan-22,1488CA,NXH382,Distributor,3.590868357,30,108,,,,,
SO - 035135,13-Jan-22,1902BA,AXW291,Wholesale,1.365323196,30,41,,,,,
SO - 035136,13-Jan-22,1745BA,AXW291,Wholesale,4.099725826,175,717,,,,,
SO - 035137,13-Jan-22,2565CA,AXW291,Wholesale,43.88290093,463.03583,20319,,,,,
SO - 035138,13-Jan-22,3180BA,AXW291,Distributor,9.82940424,30,295,,,,,
SO - 035139,13-Jan-22,1698CA,AXW291,Distributor,6.860444367,30,206,,,,,
SO - 035140,13-Jan-22,3205AA,NXH382,Distributor,0.157841161,76300,12043,,,,,
SO - 035141,13-Jan-22,1244AA,NXH382,Distributor,6221.87585,60,373313,,,,,
SO - 035142,13-Jan-22,3098AA,GUT930,Wholesale,1.719463805,3862.32,6641,,,,,
SO - 035143,13-Jan-22,1325AA,AXW291,Distributor,0.991247369,30,30,,,,,
SO - 035144,13-Jan-22,1698CA,AXW291,Distributor,1.516261308,30,45,,,,,
SO - 035145,13-Jan-22,1681CA,NXH382,Distributor,5.080708852,93,473,,,,,
SO - 035146,13-Jan-22,3271CA,AXW291,Wholesale,0.552985442,34.5,19,,,,,
SO - 035147,13-Jan-22,1681CA,NXH382,Distributor,8.133920855,93,756,,,,,
SO - 035148,13-Jan-22,2458CA,NXH382,Distributor,1454.046808,6.83263,9935,,,,,
SO - 035149,13-Jan-22,1678CA,NXH382,Distributor,8.525981933,30,256,,,,,
SO - 035150,13-Jan-22,1295CA,AXW291,Wholesale,1.071562244,175000,187523,,,,,
SO - 035151,14-Jan-22,2336BA,AXW291,Wholesale,204.5426685,7.92068,1620,,,,,
SO - 035152,14-Jan-22,1902BA,GUT930,Distributor,0.578733682,30,17,,,,,
SO - 035153,14-Jan-22,1283CA,GUT930,Export,0.433269317,98333.33,42605,,,,,
SO - 035154,14-Jan-22,1321BA,NXH382,Distributor,8.692431694,30,261,,,,,
SO - 035155,14-Jan-22,3205AA,AXW291,Wholesale,0.7811402,76300,59601,,,,,
SO - 035156,14-Jan-22,3038BA,AXW291,Distributor,0.337301252,1300,438,,,,,
SO - 035157,14-Jan-22,2170BA,GUT930,Export,5,305.19,1526,,,,,
SO - 035158,14-Jan-22,2139BA,GUT930,Wholesale,1,2032.85,2033,,,,,
SO - 035159,14-Jan-22,2013AA,GUT930,Distributor,142.5,143.8402,20497,,,,,
SO - 035160,14-Jan-22,2876CA,NXH382,Wholesale,227,427.425,97025,,,,,
SO - 035161,14-Jan-22,2923CA,FLR025,Wholesale,85,20.18857,1716,,,,,
SO - 035162,14-Jan-22,3358BA,AXW291,Distributor,1,1363.64,1364,,,,,
SO - 035163,14-Jan-22,3420AA,AXW291,Export,2,17.255,35,,,,,
SO - 035164,14-Jan-22,1497CA,AXW291,Distributor,72,16.71828,1204,,,,,
SO - 035165,14-Jan-22,1695CA,AXW291,Wholesale,1,1649.3,1649,,,,,
SO - 035166,14-Jan-22,3079BA,GUT930,Wholesale,5,134.5,673,,,,,
SO - 035167,14-Jan-22,1953AA,NXH382,Distributor,1,947.56,948,,,,,
SO - 035168,14-Jan-22,2331CA,AXW291,Wholesale,510,210.12419,107163,,,,,
SO - 035169,14-Jan-22,1992AA,AXW291,Wholesale,2.5,586.3916,1466,,,,,
SO - 035170,14-Jan-22,1077CA,GUT930,Wholesale,914,22.9777,21002,,,,,
SO - 035171,14-Jan-22,2326CA,GUT930,Wholesale,362,63.5592,23008,,,,,
SO - 035172,14-Jan-22,1497CA,GUT930,Wholesale,1200,16.71828,20062,,,,,
SO - 035173,14-Jan-22,1511CA,AXW291,Export,24,6.787,163,,,,,
SO - 035174,14-Jan-22,2564BA,AXW291,Wholesale,39,309.205,12059,,,,,
SO - 035175,14-Jan-22,2487BA,NXH382,Distributor,363,14.4,5227,,,,,
SO - 035176,14-Jan-22,2096BA,AXW291,Wholesale,1,1524.57667,1525,,,,,
SO - 035177,14-Jan-22,2396CA,GUT930,Distributor,604,0.7646,462,,,,,
SO - 035178,14-Jan-22,1979AA,NXH382,Export,5,278.638,1393,,,,,
SO - 035179,14-Jan-22,3125AA,AXW291,Distributor,4,119.136,477,,,,,
SO - 035180,14-Jan-22,2234AA,AXW291,Distributor,2,903,1806,,,,,
SO - 035181,14-Jan-22,2013AA,NXH382,Export,5,143.8402,719,,,,,
SO - 035182,14-Jan-22,1497CA,AXW291,Wholesale,200,16.71828,3344,,,,,
SO - 035183,14-Jan-22,1967BA,AXW291,Distributor,15,178.65,2680,,,,,
SO - 035184,14-Jan-22,3556AA,FLR025,Wholesale,18,1077.43125,19394,,,,,
SO - 035185,14-Jan-22,2938CA,AXW291,Distributor,31,29.206,905,,,,,
SO - 035186,14-Jan-22,1403CA,AXW291,Export,4,2550,10200,,,,,
SO - 035187,14-Jan-22,1716AA,AXW291,Wholesale,3,140,420,,,,,
SO - 035188,14-Jan-22,3345AA,GUT930,Export,35,31.06467,1087,,,,,
SO - 035189,14-Jan-22,1321BA,AXW291,Wholesale,2.548824199,30,76,,,,,
SO - 035190,14-Jan-22,2418CA,NXH382,Wholesale,3046.700234,5.8,17671,,,,,
SO - 035191,14-Jan-22,1830AA,GUT930,Wholesale,0.554816571,30,17,,,,,
SO - 035192,14-Jan-22,1325AA,AXW291,Distributor,6.111738432,30,183,,,,,
SO - 035193,14-Jan-22,1798AA,AXW291,Wholesale,2.925748388,375,1097,,,,,
SO - 035194,15-Jan-22,1244AA,NXH382,Wholesale,3283.401006,60,197004,,,,,
SO - 035195,15-Jan-22,1283CA,AXW291,Wholesale,0.442272044,98333.33,43490,,,,,
SO - 035196,15-Jan-22,3205AA,NXH382,Distributor,0.270187108,76300,20615,,,,,
SO - 035197,15-Jan-22,3239AA,FLR025,Wholesale,4.554846017,687.5,3131,,,,,
SO - 035198,15-Jan-22,1468AA,AXW291,Wholesale,9.453056105,30,284,,,,,
SO - 035199,15-Jan-22,1766CA,AXW291,Wholesale,4.202103218,30,126,,,,,
SO - 035200,15-Jan-22,2391CA,GUT930,Wholesale,11469.41401,0.75915,8707,,,,,
SO - 035201,15-Jan-22,3239AA,GUT930,Distributor,2.465221405,687.5,1695,,,,,
SO - 035202,15-Jan-22,2267CA,NXH382,Wholesale,0.655927807,1896.44,1244,,,,,
SO - 035203,15-Jan-22,2565CA,AXW291,Export,88.06801207,463.03583,40779,,,,,
SO - 035204,15-Jan-22,2539AA,GUT930,Distributor,1.305921659,30,39,,,,,
SO - 035205,15-Jan-22,1296CA,NXH382,Wholesale,0.564750184,30,17,,,,,
SO - 035206,15-Jan-22,1283CA,AXW291,Wholesale,0.960439742,98333.33,94443,,,,,
SO - 035207,15-Jan-22,1283CA,AXW291,Distributor,0.921869894,98333.33,90651,,,,,
SO - 035208,15-Jan-22,1947CA,GUT930,Wholesale,4.777089656,30,143,,,,,
SO - 035209,15-Jan-22,1830AA,AXW291,Distributor,8.449771662,30,253,,,,,
SO - 035210,15-Jan-22,1688CA,AXW291,Wholesale,5.859152009,30,176,,,,,
SO - 035211,15-Jan-22,2573CA,AXW291,Wholesale,21.93829756,1618.99,35518,,,,,
SO - 035212,15-Jan-22,2528CA,AXW291,Distributor,676.0749124,21,14198,,,,,
SO - 035213,15-Jan-22,2422BA,GUT930,Distributor,1677.400345,49.9,83702,,,,,
SO - 035214,15-Jan-22,1367CA,FLR025,Export,0.638908542,22000,14056,,,,,
SO - 035215,15-Jan-22,2391CA,AXW291,Distributor,30501.93189,0.75915,23156,,,,,
SO - 035216,15-Jan-22,1584BA,AXW291,Wholesale,0.865149166,425,368,,,,,
SO - 035217,15-Jan-22,2418CA,AXW291,Distributor,12421.70169,5.8,72046,,,,,
SO - 035218,15-Jan-22,1851CA,AXW291,Distributor,7.871527091,30,236,,,,,
SO - 035219,15-Jan-22,1571AA,FLR025,Distributor,4.505754863,320,1442,,,,,
SO - 035220,15-Jan-22,1830AA,FLR025,Wholesale,9.111304281,30,273,,,,,
SO - 035221,15-Jan-22,2422BA,NXH382,Distributor,2038.959268,49.9,101744,,,,,
SO - 035222,15-Jan-22,1767CA,NXH382,Wholesale,3.824727082,30,115,,,,,
SO - 035223,15-Jan-22,3264CA,AXW291,Wholesale,8.462738118,30,254,,,,,
SO - 035224,15-Jan-22,1584BA,FLR025,Wholesale,0.45159075,425,192,,,,,
SO - 035225,15-Jan-22,1434BA,AXW291,Wholesale,7.210905689,30,216,,,,,
SO - 035226,15-Jan-22,2539AA,AXW291,Distributor,3.216814593,30,97,,,,,
SO - 035227,15-Jan-22,1374CA,AXW291,Wholesale,2.440364984,30,73,,,,,
SO - 035228,15-Jan-22,3249CA,GUT930,Distributor,6.765145475,320,2165,,,,,
SO - 035229,15-Jan-22,2096AA,AXW291,Wholesale,0.817028168,30,25,,,,,
SO - 035230,15-Jan-22,2528CA,AXW291,Wholesale,1408.141648,21,29571,,,,,
SO - 035231,15-Jan-22,1281BA,AXW291,Wholesale,0.457459102,139500,63816,,,,,
SO - 035232,15-Jan-22,1745BA,AXW291,Wholesale,0.496100187,175,87,,,,,
SO - 035233,15-Jan-22,1582CA,FLR025,Distributor,1.555188857,550,855,,,,,
SO - 035234,15-Jan-22,3007CA,FLR025,Wholesale,3.216049545,18832.33,60566,,,,,
SO - 035235,15-Jan-22,1281BA,GUT930,Distributor,0.027482731,139500,3834,,,,,
SO - 035236,15-Jan-22,2422BA,AXW291,Export,950.4908433,49.9,47429,,,,,
SO - 035237,16-Jan-22,1827AA,GUT930,Export,5.723501783,30,172,,,,,
SO - 035238,16-Jan-22,1390BA,FLR025,Distributor,6.860245061,30,206,,,,,
SO - 035239,16-Jan-22,3249CA,AXW291,Wholesale,7.685690282,320,2459,,,,,
SO - 035240,16-Jan-22,3007CA,AXW291,Wholesale,3.23356178,18832.33,60896,,,,,
SO - 035241,16-Jan-22,3249CA,GUT930,Distributor,3.024368336,320,968,,,,,
SO - 035242,16-Jan-22,1688CA,FLR025,Wholesale,9.47940589,30,284,,,,,
SO - 035243,16-Jan-22,2458CA,NXH382,Wholesale,2891.625257,6.83263,19757,,,,,
SO - 035244,16-Jan-22,3126BA,AXW291,Wholesale,0.288146403,30,9,,,,,
SO - 035245,16-Jan-22,1712AA,FLR025,Wholesale,8.541880525,30,256,,,,,
SO - 035246,16-Jan-22,1827AA,NXH382,Wholesale,4.81160221,30,144,,,,,
SO - 035247,16-Jan-22,2013AA,AXW291,Wholesale,70,143.8402,10069,,,,,
SO - 035248,16-Jan-22,2236CA,NXH382,Distributor,2,1617.335,3235,,,,,
SO - 035249,16-Jan-22,3120BA,GUT930,Distributor,4,1534.88,6140,,,,,
SO - 035250,16-Jan-22,2938CA,AXW291,Wholesale,4,29.206,117,,,,,
SO - 035251,16-Jan-22,3125AA,GUT930,Wholesale,5,119.136,596,,,,,
SO - 035252,16-Jan-22,3551CA,FLR025,Export,2040,7.06831,14419,,,,,
SO - 035253,16-Jan-22,2487BA,GUT930,Wholesale,72,14.4,1037,,,,,
SO - 035254,16-Jan-22,3358BA,NXH382,Wholesale,2,1363.64,2727,,,,,
SO - 035255,16-Jan-22,3413AA,NXH382,Distributor,2,35.3004,71,,,,,
SO - 035256,16-Jan-22,2189CA,AXW291,Wholesale,3,299.805,899,,,,,
SO - 035257,16-Jan-22,1161AA,AXW291,Wholesale,53,136.5925,7239,,,,,
SO - 035258,16-Jan-22,1907AA,GUT930,Wholesale,1,6617.42,6617,,,,,
SO - 035259,16-Jan-22,3407CA,AXW291,Wholesale,5,1017.592,5088,,,,,
SO - 035260,16-Jan-22,2840AA,NXH382,Distributor,538,8.61042,4632,,,,,
SO - 035261,16-Jan-22,3399AA,AXW291,Distributor,1,194.753,195,,,,,
SO - 035262,16-Jan-22,1956CA,AXW291,Wholesale,2,1250,2500,,,,,
SO - 035263,16-Jan-22,1967BA,FLR025,Wholesale,110,178.65,19652,,,,,
SO - 035264,16-Jan-22,2513CA,NXH382,Wholesale,1,4805.03,4805,,,,,
SO - 035265,16-Jan-22,1499CA,GUT930,Wholesale,3,6600,19800,,,,,
SO - 035266,16-Jan-22,1907AA,AXW291,Distributor,1,6617.42,6617,,,,,
SO - 035267,16-Jan-22,2078CA,GUT930,Wholesale,1,1129.24,1129,,,,,
SO - 035268,16-Jan-22,2170BA,AXW291,Wholesale,2,305.19,610,,,,,
SO - 035269,16-Jan-22,1479CA,AXW291,Export,35,385.5625,13495,,,,,
SO - 035270,16-Jan-22,3053AA,AXW291,Wholesale,27,40.87148,1104,,,,,
SO - 035271,16-Jan-22,3193AA,GUT930,Wholesale,1,1425,1425,,,,,
SO - 035272,16-Jan-22,3590BA,NXH382,Wholesale,16,115.085,1841,,,,,
SO - 035273,16-Jan-22,1956AA,AXW291,Wholesale,1,573.09,573,,,,,
SO - 035274,16-Jan-22,2752AA,AXW291,Wholesale,226,76.502,17289,,,,,
SO - 035275,16-Jan-22,1009AA,NXH382,Wholesale,836,28.76326,24046,,,,,
SO - 035276,16-Jan-22,2935BA,AXW291,Wholesale,5,23.495,117,,,,,
SO - 035277,16-Jan-22,1497CA,NXH382,Wholesale,70,16.71828,1170,,,,,
SO - 035278,16-Jan-22,2953BA,NXH382,Export,50,47.90925,2395,,,,,
SO - 035279,16-Jan-22,1382CA,AXW291,Export,17,613.52125,10430,,,,,
SO - 035280,17-Jan-22,1497CA,AXW291,Distributor,550,16.71828,9195,,,,,
SO - 035281,17-Jan-22,2632AA,AXW291,Distributor,1225,185.82,227630,,,,,
SO - 035282,17-Jan-22,2229AA,NXH382,Export,4,1054.24333,4217,,,,,
SO - 035283,17-Jan-22,3423CA,AXW291,Distributor,2,29.555,59,,,,,
SO - 035284,17-Jan-22,1145BA,AXW291,Wholesale,60,85.30066,5118,,,,,
SO - 035285,17-Jan-22,3075AA,AXW291,Distributor,8,60.38,483,,,,,
SO - 035286,17-Jan-22,2229CA,GUT930,Wholesale,4,751,3004,,,,,
SO - 035287,17-Jan-22,1373BA,AXW291,Wholesale,2.426427687,30,73,,,,,
SO - 035288,17-Jan-22,2336BA,AXW291,Wholesale,146.2377769,7.92068,1158,,,,,
SO - 035289,17-Jan-22,1317BA,GUT930,Wholesale,9.912377843,30,297,,,,,
SO - 035290,17-Jan-22,1902BA,AXW291,Distributor,1.00945712,30,30,,,,,
SO - 035291,17-Jan-22,2565CA,NXH382,Export,46.48779929,463.03583,21526,,,,,
SO - 035292,17-Jan-22,2143AA,GUT930,Wholesale,8.765242431,30,263,,,,,
SO - 035293,17-Jan-22,3205AA,FLR025,Distributor,0.675780364,76300,51562,,,,,
SO - 035294,17-Jan-22,1766CA,AXW291,Wholesale,6.369414253,30,191,,,,,
SO - 035295,17-Jan-22,1798AA,AXW291,Distributor,5.257388094,375,1972,,,,,
SO - 035296,17-Jan-22,1584BA,AXW291,Wholesale,0.585357261,425,249,,,,,
SO - 035297,17-Jan-22,1434BA,AXW291,Distributor,0.748116861,30,22,,,,,
SO - 035298,17-Jan-22,3271CA,FLR025,Distributor,0.526537766,34.5,18,,,,,
SO - 035299,17-Jan-22,1851CA,GUT930,Wholesale,1.519949696,30,46,,,,,
SO - 035300,17-Jan-22,3249CA,GUT930,Distributor,0.944201774,320,302,,,,,
SO - 035301,17-Jan-22,2418CA,AXW291,Wholesale,12590.69883,5.8,73026,,,,,
SO - 035302,17-Jan-22,1308BA,GUT930,Distributor,3.858292006,30,116,,,,,
SO - 035303,17-Jan-22,1326AA,FLR025,Wholesale,4.078175592,30,122,,,,,
SO - 035304,17-Jan-22,1315BA,GUT930,Distributor,4.47083116,30,134,,,,,
SO - 035305,17-Jan-22,1851CA,AXW291,Wholesale,8.849383553,30,265,,,,,
SO - 035306,17-Jan-22,1283CA,AXW291,Wholesale,0.543847365,98333.33,53478,,,,,
SO - 035307,17-Jan-22,1698CA,GUT930,Distributor,5.555196604,30,167,,,,,
SO - 035308,17-Jan-22,3038BA,GUT930,Wholesale,1.033454932,1300,1343,,,,,
SO - 035309,17-Jan-22,1296CA,NXH382,Wholesale,0.084188902,30,3,,,,,
SO - 035310,17-Jan-22,1281BA,GUT930,Distributor,0.791302892,139500,110387,,,,,
SO - 035311,17-Jan-22,2539AA,GUT930,Distributor,6.021105679,30,181,,,,,
SO - 035312,17-Jan-22,1678CA,GUT930,Distributor,8.426390431,30,253,,,,,
SO - 035313,17-Jan-22,1681CA,NXH382,Wholesale,0.982077772,93,91,,,,,
SO - 035314,17-Jan-22,1811CA,AXW291,Wholesale,5.482869103,30,164,,,,,
SO - 035315,17-Jan-22,2548CA,AXW291,Distributor,0.120470998,30,4,,,,,
SO - 035316,17-Jan-22,3264CA,GUT930,Distributor,3.3271881,30,100,,,,,
SO - 035317,17-Jan-22,1764AA,FLR025,Wholesale,8.273013603,325,2689,,,,,
SO - 035318,17-Jan-22,2365AA,AXW291,Wholesale,9.350431633,30,281,,,,,
SO - 035319,17-Jan-22,1295CA,GUT930,Distributor,1.002207308,175000,175386,,,,,
SO - 035320,17-Jan-22,1584BA,GUT930,Wholesale,1.76189644,425,749,,,,,
SO - 035321,17-Jan-22,3205AA,NXH382,Export,0.492301416,76300,37563,,,,,
SO - 035322,17-Jan-22,3075BA,GUT930,Export,3.64961816,31,113,,,,,
SO - 035323,18-Jan-22,1766CA,GUT930,Distributor,6.047355612,30,181,,,,,
SO - 035324,18-Jan-22,1571AA,NXH382,Wholesale,3.362635507,320,1076,,,,,
SO - 035325,18-Jan-22,2267CA,GUT930,Distributor,6.10643511,1896.44,11580,,,,,
SO - 035326,18-Jan-22,2336BA,NXH382,Distributor,73.77936717,7.92068,584,,,,,
SO - 035327,18-Jan-22,2391CA,NXH382,Wholesale,3388.596237,0.75915,2572,,,,,
SO - 035328,18-Jan-22,2539AA,FLR025,Export,0.191727962,30,6,,,,,
SO - 035329,18-Jan-22,1326AA,AXW291,Wholesale,9.546058391,30,286,,,,,
SO - 035330,18-Jan-22,1434BA,AXW291,Wholesale,3.136613535,30,94,,,,,
SO - 035331,18-Jan-22,3249CA,AXW291,Wholesale,9.313605188,320,2980,,,,,
SO - 035332,18-Jan-22,3462AA,AXW291,Export,100,4.1,410,,,,,
SO - 035333,18-Jan-22,2564BA,GUT930,Wholesale,21,309.205,6493,,,,,
SO - 035334,18-Jan-22,1083AA,AXW291,Wholesale,2100,29.02,60942,,,,,
SO - 035335,18-Jan-22,1993AA,AXW291,Wholesale,175,83.75125,14656,,,,,
SO - 035336,18-Jan-22,1479CA,AXW291,Distributor,9,385.5625,3470,,,,,
SO - 035337,18-Jan-22,3193AA,AXW291,Distributor,3,1425,4275,,,,,
SO - 035338,18-Jan-22,1956AA,GUT930,Distributor,1,573.09,573,,,,,
SO - 035339,18-Jan-22,1921AA,AXW291,Wholesale,1,50000,50000,,,,,
SO - 035340,18-Jan-22,1130AA,AXW291,Distributor,120,17.26609,2072,,,,,
SO - 035341,18-Jan-22,2396CA,AXW291,Wholesale,4344,0.7646,3321,,,,,
SO - 035342,18-Jan-22,3358BA,NXH382,Export,1,1363.64,1364,,,,,
SO - 035343,18-Jan-22,1479CA,AXW291,Distributor,2,385.5625,771,,,,,
SO - 035344,18-Jan-22,2513CA,AXW291,Distributor,2,4805.03,9610,,,,,
SO - 035345,18-Jan-22,3512AA,GUT930,Distributor,2238,0.10295,230,,,,,
SO - 035346,18-Jan-22,1083AA,AXW291,Wholesale,7104,29.02,206158,,,,,
SO - 035347,18-Jan-22,3160BA,AXW291,Distributor,630,270.909,170673,,,,,
SO - 035348,18-Jan-22,1511CA,NXH382,Distributor,25,6.787,170,,,,,
SO - 035349,18-Jan-22,1379CA,AXW291,Wholesale,8,490.18125,3921,,,,,
SO - 035350,18-Jan-22,2212CA,AXW291,Wholesale,2,884.36,1769,,,,,
SO - 035351,18-Jan-22,1464AA,AXW291,Distributor,5,842.57,4213,,,,,
SO - 035352,18-Jan-22,3053AA,NXH382,Wholesale,2,40.87148,82,,,,,
SO - 035353,18-Jan-22,1956CA,NXH382,Wholesale,2,1250,2500,,,,,
SO - 035354,18-Jan-22,1077CA,GUT930,Wholesale,5500,22.9777,126377,,,,,
SO - 035355,18-Jan-22,2041CA,GUT930,Distributor,2,648.42,1297,,,,,
SO - 035356,18-Jan-22,2025AA,AXW291,Export,4,442.805,1771,,,,,
SO - 035357,18-Jan-22,3053AA,FLR025,Wholesale,9,40.87148,368,,,,,
